"myname","year","cites","pubid","mydate","mypaptit"
"Bowtie2",2012,62,"0izLItjtcgwC",2015-11-25,"Fast gapped-read alignment with Bowtie 2"
"Bowtie2",2013,372,"0izLItjtcgwC",2015-11-25,"Fast gapped-read alignment with Bowtie 2"
"Bowtie2",2014,970,"0izLItjtcgwC",2015-11-25,"Fast gapped-read alignment with Bowtie 2"
"Bowtie2",2015,1335,"0izLItjtcgwC",2015-11-25,"Fast gapped-read alignment with Bowtie 2"
